Area Codes;lsoanm;All Ages;0-15;Working.age;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
E01003508;Newham 031B;1,920;500;1264;42;29;39;28;43;29;32;29;35;41;30;29;23;27;23;21;14;34;20;17;29;19;25;21;29;43;46;34;54;46;60;39;48;44;40;29;36;20;33;29;25;30;26;25;38;27;25;28;24;31;16;13;17;10;26;13;9;11;11;12;13;7;8;1;9;4;4;12;11;17;13;6;6;13;9;8;7;5;7;4;3;3;2;2;2;6;1;1;3;1;6
E01003509;Newham 031C;2,083;483;1443;37;45;43;50;25;37;33;34;29;16;25;19;22;30;26;12;17;15;18;23;25;31;34;27;44;56;40;64;51;51;43;43;19;43;30;39;42;47;38;36;35;29;35;27;19;22;30;29;24;30;26;27;30;32;33;21;11;16;18;13;13;14;12;9;12;21;9;14;6;13;9;6;6;7;4;3;12;7;6;2;4;5;2;4;5;1;2;2;1;2;4
E01003604;Newham 031D;2,454;672;1661;48;49;47;51;45;47;42;55;49;31;38;35;37;37;33;28;37;27;35;20;32;35;33;35;39;43;43;50;41;42;47;49;50;56;45;44;46;40;50;46;40;37;36;28;39;35;41;47;36;38;24;33;28;29;17;19;22;18;23;16;18;10;13;18;11;10;11;9;11;9;7;4;1;4;3;5;6;3;11;4;5;5;4;2;2;1;0;0;1;0;3
E01003483;Newham 032A;1,575;362;1107;23;25;22;26;18;28;17;20;23;21;25;22;29;19;24;20;29;14;32;22;24;31;22;32;32;42;32;28;29;38;41;19;27;23;19;18;28;20;18;27;23;14;19;20;22;25;22;22;17;13;22;26;18;21;19;13;18;16;16;22;13;16;14;16;13;11;10;4;12;3;2;6;6;3;5;3;4;7;3;3;8;3;2;0;3;1;2;0;1;0;4
E01003484;Newham 032B;1,687;406;1227;36;33;31;35;31;26;26;23;23;31;17;19;20;28;16;11;20;26;12;19;22;32;24;23;32;28;30;22;30;38;40;51;43;41;31;47;42;34;40;33;21;25;24;24;22;22;27;27;20;21;21;17;20;22;21;18;24;11;17;17;11;9;9;6;11;12;3;4;2;3;2;3;0;0;3;2;1;1;0;2;1;4;1;4;1;1;0;1;0;1;2
E01003516;Newham 032C;1,888;489;1253;27;35;31;36;28;26;35;25;35;23;23;31;35;29;34;36;35;31;28;29;30;31;29;30;24;32;24;24;24;24;30;30;50;29;36;24;29;11;23;20;15;24;24;22;30;27;35;34;30;34;27;29;37;18;21;24;24;18;20;21;12;13;17;10;10;11;11;9;6;2;8;7;12;8;11;8;8;11;5;6;3;1;1;6;2;3;0;1;3;0;3
E01003518;Newham 032D;1,643;370;1161;34;30;21;45;26;20;26;18;27;23;25;15;13;16;17;14;18;17;15;11;13;13;14;17;15;32;46;34;36;33;26;39;38;44;50;46;41;28;24;25;23;24;19;17;21;24;33;26;22;24;26;17;29;14;21;21;13;18;12;20;13;13;12;16;8;5;8;14;10;8;4;6;3;4;8;8;8;6;2;1;1;0;2;1;1;4;2;2;1;1;2
E01003519;Newham 032E;1,606;335;1169;21;28;21;24;28;20;18;18;22;8;23;13;23;15;28;25;27;26;24;33;24;25;24;32;32;34;32;31;36;30;32;38;27;26;23;28;25;21;16;15;16;21;24;18;20;27;30;26;21;31;19;21;17;15;16;28;26;16;18;19;16;21;15;15;12;10;8;7;9;7;6;4;8;5;5;5;4;2;0;2;6;2;2;1;4;1;2;0;0;1;1
E01003480;Newham 033A;2,295;397;1765;23;25;39;34;35;15;28;29;21;16;13;24;22;24;14;35;28;28;49;119;85;84;77;62;62;71;69;69;45;42;44;45;39;43;39;31;41;31;29;33;25;27;23;15;28;22;19;24;25;22;32;14;18;20;24;10;18;21;21;20;19;17;12;11;13;14;16;10;9;7;4;8;3;4;5;8;5;6;4;3;3;2;2;3;2;4;4;1;0;1;5
E01003482;Newham 033B;3,053;658;2302;72;53;64;68;40;47;39;45;46;29;31;29;23;26;26;20;33;32;22;29;45;41;38;50;56;63;70;75;83;76;118;99;92;111;95;101;77;54;62;48;54;55;45;56;55;47;32;29;28;40;21;28;32;25;23;16;29;21;27;14;14;13;8;12;8;7;4;11;3;0;1;1;3;4;3;6;5;6;5;7;2;1;3;5;0;6;1;2;4;0;3
E01003486;Newham 033C;1,209;235;810;18;15;21;15;13;9;12;16;10;11;16;15;17;19;17;11;16;19;25;20;21;24;20;26;28;18;23;23;27;23;20;17;15;18;15;22;17;14;11;10;13;7;7;5;12;23;12;12;20;16;24;13;15;16;19;20;22;16;16;13;4;7;9;10;7;28;6;10;14;14;1;7;5;3;3;6;6;5;7;4;6;5;3;3;3;2;0;7;1;1;14
E01003487;Newham 033D;1,332;310;949;16;20;25;25;23;21;11;19;19;14;16;21;15;18;23;24;20;28;26;24;13;21;21;22;27;36;24;24;22;23;19;15;24;18;17;26;15;23;21;15;15;8;14;19;30;25;21;21;21;14;15;19;24;10;18;19;19;16;17;19;13;15;11;10;12;7;9;10;7;5;4;1;3;1;3;2;1;4;1;0;1;1;5;1;2;0;1;0;0;0;4
E01003497;Newham 034A;1,692;338;1191;23;26;25;29;14;21;15;16;24;17;24;24;19;18;23;20;20;25;33;25;29;22;36;20;25;57;29;27;26;35;43;48;38;29;42;31;32;21;24;27;16;13;18;22;16;22;21;17;16;26;21;18;22;17;19;20;13;26;21;15;21;9;11;14;13;13;6;16;7;10;13;9;8;5;9;3;9;4;7;4;2;5;4;3;4;5;5;5;1;0;6
E01003506;Newham 034D;1,325;295;895;24;23;16;28;15;15;15;15;16;11;23;17;16;17;21;23;13;25;21;27;20;20;23;19;19;31;19;31;25;29;21;32;28;28;28;15;19;15;19;20;15;10;9;12;12;11;15;16;10;16;12;18;26;16;26;13;14;18;17;11;12;12;10;9;8;6;10;10;12;5;12;4;6;3;6;4;4;4;5;3;5;5;9;3;5;1;1;1;2;1;8
E01033574;Newham 034F;1,470;129;1322;31;27;12;13;18;8;5;3;3;1;1;0;0;1;3;3;1;1;1;1;13;12;18;19;37;79;92;84;76;75;79;105;108;91;76;18;23;23;19;15;19;31;31;16;26;11;12;7;12;3;14;14;8;14;18;0;6;7;0;4;1;1;0;0;1;1;2;0;1;0;3;1;1;2;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;1;2
E01033575;Newham 034G;1,185;97;1071;16;16;16;8;8;10;6;2;1;4;1;3;0;0;2;4;0;1;1;10;13;32;23;89;60;42;54;45;47;67;68;71;55;54;43;44;25;25;23;18;15;10;13;20;8;12;12;13;14;9;3;3;1;4;4;0;8;5;2;0;1;1;0;1;2;0;0;2;0;0;0;0;0;1;1;0;0;1;0;0;2;1;0;0;1;1;2;1;0;2;2
E01033576;Newham 034H;1,804;257;1440;28;35;39;36;18;11;13;7;13;8;11;9;7;14;7;1;7;12;14;3;29;32;18;29;44;65;85;67;90;92;84;77;72;57;72;65;38;44;37;34;23;13;14;10;12;13;16;16;15;10;8;4;13;7;7;11;7;7;10;15;13;6;9;9;5;9;9;6;6;8;2;5;8;9;4;7;9;9;2;2;4;2;0;1;0;0;0;0;1;0;4
E01033584;Newham 034I;1,606;437;1061;32;37;33;32;31;22;24;33;24;29;26;21;23;28;27;15;27;25;25;26;20;22;22;13;17;35;29;34;33;45;41;37;33;34;29;24;30;20;35;25;15;20;18;18;12;14;19;18;17;16;23;21;20;21;12;13;8;9;17;13;14;13;12;9;8;2;11;8;7;8;6;8;4;5;3;7;6;5;6;4;3;1;1;3;3;1;1;0;1;1;3
E01033585;Newham 034J;2,513;583;1732;41;34;37;36;37;35;37;30;40;41;32;34;34;37;37;41;43;44;42;44;40;43;67;39;40;71;75;79;74;81;62;54;66;46;42;33;24;21;32;35;26;18;20;34;27;26;32;32;21;31;26;21;27;18;26;26;14;13;21;16;10;15;11;13;11;19;9;13;23;15;8;12;5;8;4;14;5;2;6;9;10;5;5;6;4;3;2;1;3;2;5
E01003479;Newham 035A;1,568;417;1066;23;31;42;35;30;41;30;36;21;27;16;17;15;20;13;20;17;17;24;13;11;17;10;19;15;15;21;31;23;36;30;36;37;45;38;37;34;33;36;29;26;25;21;29;20;24;15;22;22;23;24;14;12;10;20;13;18;14;18;12;7;13;16;13;11;7;6;5;7;11;9;5;3;3;3;1;4;1;3;3;5;1;0;2;1;2;0;0;0;0;3
E01003481;Newham 035B;1,566;340;1114;31;28;30;32;29;20;21;18;23;18;19;14;7;20;16;14;14;17;18;42;26;36;50;41;29;25;22;18;15;19;40;35;33;29;35;31;31;26;29;19;27;17;18;17;16;14;18;18;17;18;19;22;21;15;18;15;17;17;15;11;20;22;11;23;8;8;6;3;10;7;3;2;7;7;5;4;4;7;5;5;5;1;2;3;2;2;2;1;2;4;5
E01003485;Newham 035C;1,686;399;1156;36;35;28;31;32;21;38;30;27;19;22;18;8;17;17;20;21;31;16;17;20;22;20;23;30;25;21;29;32;19;39;39;32;46;33;33;36;35;31;26;34;26;26;27;30;23;11;21;21;25;14;19;17;13;23;20;11;20;16;19;13;16;13;12;10;13;11;6;5;7;4;9;9;3;4;8;3;5;6;3;9;3;0;3;3;4;2;2;0;3;6
E01003513;Newham 035D;1,650;422;1159;42;33;25;30;33;22;27;27;24;22;22;31;23;18;23;20;24;22;15;24;13;16;23;15;28;31;29;26;26;41;39;44;33;34;36;52;40;37;41;23;29;27;18;26;23;29;27;28;25;17;15;20;15;15;14;12;16;11;13;11;17;14;9;11;5;3;3;7;4;2;6;6;1;2;3;2;6;3;3;3;1;1;1;5;1;2;1;0;0;1;2
E01003511;Newham 036A;1,620;445;1037;25;29;14;24;27;26;32;36;36;27;32;23;31;30;29;24;32;39;29;32;20;20;26;17;26;33;29;26;21;32;29;23;29;24;18;30;28;22;39;22;30;27;24;21;23;18;17;11;22;13;20;18;24;12;16;13;15;10;13;9;7;9;3;10;6;8;11;10;16;8;3;6;7;4;6;0;10;8;9;8;0;6;4;1;1;1;2;2;3;1;3
E01003512;Newham 036B;1,879;401;1286;30;22;27;28;25;25;26;33;31;18;30;22;27;15;24;18;17;30;30;22;28;30;30;32;40;32;35;40;31;35;34;33;32;30;34;29;31;32;31;27;30;25;28;23;30;42;24;30;30;28;19;27;18;10;18;17;21;13;21;20;9;15;14;15;14;14;13;17;14;7;7;14;13;14;5;6;7;7;9;2;4;6;8;2;2;5;2;5;1;1;7
E01003514;Newham 036C;1,601;415;1073;35;24;27;30;31;28;30;24;20;33;19;27;23;19;26;19;18;28;14;21;26;21;29;31;40;23;28;29;27;22;35;18;26;26;28;32;33;24;24;30;22;20;15;19;18;20;23;24;19;19;18;18;19;26;10;25;19;18;10;17;22;9;7;8;15;8;10;14;13;12;2;3;5;1;3;3;5;3;2;7;1;3;1;3;1;4;3;0;0;1;5
E01003515;Newham 036D;1,958;510;1279;36;46;36;35;38;42;38;39;25;28;18;26;22;23;28;30;24;28;25;23;23;40;26;43;29;37;31;34;34;42;42;41;35;40;34;32;43;30;29;30;21;15;22;18;28;28;36;32;21;30;30;17;13;17;14;10;16;14;11;20;16;9;17;13;16;11;4;15;16;5;10;10;10;13;9;12;5;11;4;10;1;6;5;4;4;0;0;1;1;0;2
E01003517;Newham 036E;1,767;473;1184;42;35;39;38;38;18;27;24;34;15;31;31;30;26;24;21;25;29;32;26;24;13;28;30;28;28;25;27;36;41;30;40;31;39;37;24;27;18;24;26;19;24;35;24;23;30;29;19;27;26;25;34;23;23;23;13;14;9;14;16;10;13;13;2;8;11;5;7;9;6;1;4;8;6;4;5;3;6;6;4;3;3;5;2;2;2;1;3;0;2;2
E01003609;Newham 037A;3,849;871;2839;86;85;63;77;52;55;53;59;51;44;55;37;31;44;44;35;32;34;37;48;68;82;63;65;78;119;114;157;112;135;121;150;114;98;116;79;75;74;51;64;51;49;31;29;46;42;50;44;33;43;34;28;38;32;25;31;23;17;26;19;12;10;15;12;13;13;9;6;13;6;7;11;10;2;4;4;6;10;3;6;6;2;2;5;1;3;4;1;0;1;4
E01003611;Newham 037C;1,934;577;1222;52;45;40;32;44;38;23;36;33;25;41;35;36;26;38;33;26;30;20;30;24;29;22;30;28;45;37;20;33;20;38;35;42;28;36;33;28;30;14;38;23;25;21;30;24;30;36;25;35;22;27;20;22;16;18;24;22;21;17;7;9;9;8;7;8;8;7;9;7;8;10;10;15;9;7;10;5;2;4;3;1;1;1;1;0;4;4;1;3;3;2
E01033577;Newham 037E;1,546;246;1250;19;23;18;28;16;14;14;9;10;10;14;15;13;11;10;22;26;20;33;12;34;20;41;22;52;43;60;47;56;36;40;36;42;37;45;51;50;34;38;28;23;28;17;30;30;20;19;20;15;24;12;12;10;7;8;12;13;5;11;7;8;5;2;7;2;5;3;6;4;3;2;5;1;3;0;0;0;2;3;4;4;1;0;1;0;0;0;0;1;0;2
E01033580;Newham 037F;1,799;228;1537;31;31;34;20;19;11;13;13;8;10;9;7;8;5;3;6;8;6;11;6;17;23;43;82;57;67;74;89;82;77;75;70;88;71;79;52;51;42;37;29;28;32;31;25;14;19;17;8;9;8;9;14;9;13;4;1;11;4;3;9;6;8;3;7;9;2;3;6;5;2;1;2;0;3;3;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;2
E01033581;Newham 037G;1,939;448;1360;44;49;44;34;30;33;27;29;28;19;19;15;14;22;19;22;17;20;21;15;33;27;29;26;24;41;36;52;50;51;44;45;44;34;47;53;47;45;33;29;20;29;24;24;27;36;29;30;26;30;24;27;18;18;14;15;12;12;16;12;17;11;12;8;6;15;9;7;7;4;7;8;6;7;5;4;2;7;6;4;4;11;4;3;3;1;0;0;3;1;3
E01033582;Newham 037H;1,483;283;1178;41;41;38;25;31;18;27;7;16;6;12;5;2;4;2;8;4;3;5;8;12;18;19;26;42;40;36;57;50;66;42;64;56;51;47;37;46;34;45;40;30;23;29;30;24;19;22;8;14;19;14;13;12;14;13;7;7;3;7;4;2;6;4;5;1;2;1;1;0;2;1;0;0;1;1;1;0;0;0;2;3;0;0;0;2;0;1;0;1;1;2
E01003744;Redbridge 001A;1,313;157;798;17;8;10;10;8;12;13;9;8;9;5;15;8;8;11;6;23;11;18;8;7;10;12;9;15;14;18;16;18;16;11;13;11;12;12;18;13;18;17;14;19;21;17;19;20;14;19;16;26;23;20;27;23;20;24;16;16;9;16;17;16;10;21;12;23;26;11;21;24;24;17;18;29;11;14;12;17;14;11;20;8;9;11;11;8;7;8;4;6;4;13
E01003745;Redbridge 001B;1,400;253;885;8;9;11;7;14;19;19;29;13;17;20;19;16;19;13;20;22;24;20;10;15;13;15;22;23;14;8;10;9;7;11;11;12;8;6;9;11;9;12;13;20;15;18;19;25;20;25;28;27;27;28;25;24;34;20;25;29;18;19;16;20;18;17;31;23;20;22;28;24;16;11;20;7;10;10;8;3;9;6;3;12;4;7;5;6;4;7;3;3;3;11
E01003746;Redbridge 001C;1,567;273;873;21;29;19;14;20;19;19;23;12;16;12;15;11;16;10;17;18;13;14;3;10;9;16;15;10;13;11;11;13;14;16;13;18;14;20;25;26;24;17;15;18;10;18;24;16;20;22;22;17;21;25;17;30;20;20;28;24;14;18;24;21;28;18;19;21;18;24;28;19;18;24;20;19;19;12;12;15;19;15;15;14;16;12;9;16;19;11;10;9;10;18
E01003747;Redbridge 001D;1,335;277;779;16;16;14;19;12;20;15;8;26;15;10;27;19;23;25;12;20;19;13;8;12;11;14;18;16;14;6;13;8;6;5;8;9;9;9;21;10;17;12;16;9;13;12;20;21;21;23;25;30;18;22;22;26;22;21;24;21;22;20;12;25;9;22;17;8;19;14;15;8;13;15;10;18;12;13;9;11;17;12;11;12;9;8;6;6;8;5;4;8;4;12
E01003748;Redbridge 001E;1,517;255;921;16;19;17;18;15;20;15;23;13;11;18;17;10;14;16;13;21;22;28;11;12;11;21;20;20;29;19;15;22;21;8;13;12;10;17;13;13;26;19;18;22;17;24;18;22;23;9;22;22;26;23;18;18;21;21;18;19;22;23;13;28;17;20;13;21;9;22;28;19;16;15;22;16;13;15;6;8;11;8;8;4;10;8;13;10;10;10;10;10;8;32
E01003749;Redbridge 001F;1,610;273;1041;12;24;21;19;18;21;17;19;20;12;21;15;15;11;14;14;20;15;21;14;8;14;22;12;10;24;25;30;27;20;24;32;19;21;23;35;37;31;26;26;12;24;15;17;21;20;29;22;25;21;22;28;30;21;22;18;16;20;19;17;20;15;19;17;15;12;14;21;22;14;16;12;14;17;14;15;10;12;11;8;8;7;8;6;7;11;7;7;4;4;15
E01003750;Redbridge 001G;1,685;291;1054;26;16;15;22;18;20;22;20;16;30;10;11;16;13;14;22;18;18;13;15;8;12;23;15;17;31;20;26;17;31;30;21;25;25;34;21;23;20;20;21;28;28;25;29;27;33;27;23;35;26;29;22;24;12;16;18;16;26;16;19;14;8;21;9;19;14;24;19;23;17;17;12;16;8;11;10;11;16;10;15;12;8;9;15;9;7;12;9;3;9;24
E01003720;Redbridge 002A;1,888;363;1130;28;16;26;21;25;20;23;29;30;18;15;13;20;34;22;23;17;20;28;15;31;18;23;27;26;18;26;22;28;21;30;18;25;21;26;32;21;22;21;24;33;28;34;33;23;26;20;25;25;19;22;34;20;22;27;21;22;18;16;23;17;18;18;14;12;25;27;25;31;24;13;16;19;21;14;9;14;12;21;9;15;14;10;9;10;9;5;10;8;6;19
E01003722;Redbridge 002B;1,963;439;1263;20;34;22;29;36;28;24;30;28;27;20;26;26;29;29;31;26;23;17;21;22;30;29;21;23;29;29;43;23;33;34;37;32;28;38;35;29;23;27;19;31;33;25;27;27;27;35;29;39;19;27;22;24;25;20;18;19;32;20;19;23;13;10;13;15;16;11;15;25;16;13;16;19;8;15;9;12;8;5;6;7;4;6;12;6;3;5;2;8;2;12
E01003723;Redbridge 002C;1,884;444;1193;32;31;22;25;34;23;30;34;33;36;19;27;22;29;22;25;18;24;17;23;20;19;11;22;16;22;21;33;33;27;31;37;28;22;26;45;32;23;27;35;27;32;32;21;27;36;21;27;31;35;33;29;18;22;25;34;20;20;14;20;13;14;7;10;13;15;13;14;9;19;12;9;9;10;16;6;11;8;11;7;9;6;10;4;2;7;4;5;3;6;22
E01003726;Redbridge 002D;1,626;408;1060;38;26;38;26;31;25;29;26;17;25;23;27;25;22;15;15;25;24;21;17;17;18;17;18;21;17;18;15;24;19;31;22;37;36;29;34;25;22;39;21;26;21;21;20;32;23;27;17;32;17;24;27;24;22;13;26;17;19;12;13;18;9;11;9;13;12;6;11;14;5;12;7;9;2;6;3;4;4;5;6;0;10;1;3;4;3;4;2;4;6;15
E01003721;Redbridge 003A;1,790;402;1105;25;23;24;30;15;36;21;28;25;23;22;16;36;35;25;18;22;24;25;17;22;13;22;29;25;21;23;29;22;24;27;28;32;31;26;30;32;36;21;29;10;17;29;22;16;30;28;33;24;26;18;17;19;20;23;18;19;26;16;12;11;21;14;17;9;13;13;16;12;15;12;13;19;11;8;9;13;10;8;10;4;11;7;11;8;7;8;7;7;5;26
E01003724;Redbridge 003B;1,478;340;959;21;20;21;18;21;18;17;28;18;19;30;16;19;22;30;22;17;26;24;16;13;15;17;9;13;18;18;26;19;24;26;19;21;22;21;35;23;25;30;28;18;20;18;18;19;20;20;24;31;19;21;26;15;20;18;17;11;14;21;20;15;12;13;14;10;17;14;11;9;12;9;11;7;10;6;3;4;6;5;4;2;2;8;5;4;6;4;3;2;3;12
E01003725;Redbridge 003C;1,563;371;1009;28;23;28;22;26;33;23;25;20;19;21;24;19;20;20;20;12;22;18;14;12;17;20;19;22;16;21;23;29;20;28;30;27;23;27;27;26;30;21;27;24;31;22;27;29;23;29;19;21;18;24;23;24;26;23;17;11;16;12;11;13;7;7;11;10;7;11;21;15;8;10;6;8;13;8;8;8;7;7;7;5;8;3;8;2;5;1;0;1;2;4
E01003727;Redbridge 003D;1,732;390;1126;29;22;23;31;21;26;35;31;25;19;17;19;23;19;28;22;20;26;31;25;16;9;22;15;18;17;22;28;27;23;26;16;32;31;37;25;27;23;20;22;24;24;26;27;25;36;29;23;28;29;29;33;27;20;16;24;24;17;19;21;12;21;17;9;8;16;13;14;7;7;10;7;8;11;7;10;11;11;9;7;3;7;4;9;3;7;4;4;5;5;17
E01003654;Redbridge 004A;1,633;362;1050;24;20;22;29;27;15;25;28;21;18;22;24;23;20;17;27;17;15;18;12;19;16;16;30;17;23;23;26;25;34;23;28;19;27;30;28;21;22;20;31;26;28;31;24;16;27;23;22;22;24;28;20;30;13;13;24;22;25;18;5;12;10;13;18;16;10;12;11;15;8;10;12;14;13;10;8;15;9;6;5;3;6;8;3;6;6;4;7;6;4;10
E01003655;Redbridge 004B;1,569;285;1039;20;15;27;23;14;19;18;17;17;14;12;14;14;18;25;18;19;23;12;13;12;9;20;20;18;16;13;20;16;18;23;26;29;39;34;23;38;29;26;24;30;25;24;22;18;20;24;22;31;28;28;19;26;25;21;16;15;14;10;14;11;25;15;18;18;14;25;23;14;11;10;12;9;15;16;9;10;7;6;10;10;10;5;7;4;2;2;3;4;5;2
E01003658;Redbridge 004C;1,788;376;1181;18;15;25;17;17;28;32;38;19;24;19;25;25;23;28;23;17;23;22;25;17;25;21;18;26;31;21;25;16;23;26;31;30;27;37;25;29;25;39;29;26;36;23;17;27;28;25;25;26;22;30;32;23;17;27;23;22;27;17;14;18;17;16;17;18;19;17;14;24;8;8;11;16;10;15;9;8;6;8;3;8;13;6;6;5;3;4;1;4;0;5
E01003660;Redbridge 004D;1,763;312;1231;17;23;24;23;19;19;24;27;23;18;14;20;12;16;18;15;19;24;19;12;30;25;25;24;40;19;19;16;14;22;28;41;30;34;31;28;39;29;32;25;28;27;26;26;19;22;22;33;30;24;28;31;23;22;30;25;22;29;20;20;22;19;17;21;20;19;16;20;21;13;9;11;11;11;4;12;6;6;2;6;12;5;9;0;3;5;4;1;1;4;9
E01003656;Redbridge 005A;1,622;320;1045;39;25;15;18;26;10;29;16;29;20;20;14;13;14;14;18;16;24;10;23;14;16;20;21;28;22;30;31;31;26;26;23;27;29;33;23;20;14;17;20;19;27;15;24;24;20;20;21;20;21;26;33;19;24;20;17;25;21;13;20;15;15;11;19;12;10;15;18;17;17;14;8;21;11;11;10;7;12;5;11;11;11;7;2;11;4;5;6;2;1;10
E01003657;Redbridge 005B;2,272;453;1458;38;29;33;22;26;34;32;27;32;27;25;36;16;25;31;20;34;26;23;23;26;30;32;26;33;26;35;28;24;24;31;25;36;37;29;34;32;25;34;40;35;25;39;36;23;36;43;47;28;44;34;35;24;32;34;21;31;30;15;24;17;20;23;21;28;22;25;22;30;33;23;21;13;14;14;22;12;16;14;11;11;9;15;6;7;5;3;5;0;2;6
E01003659;Redbridge 005C;1,744;352;1182;23;38;18;29;26;19;28;17;19;20;19;20;23;21;15;17;27;22;24;19;11;20;19;22;22;32;27;26;28;23;21;28;34;21;28;40;27;33;36;28;21;21;32;28;26;31;19;25;21;24;25;26;25;33;17;23;24;22;19;14;20;21;21;15;11;12;13;11;12;12;14;14;9;6;9;9;7;11;4;7;7;9;2;6;6;4;7;9;2;3;5
E01003698;Redbridge 006A;1,403;253;933;14;13;18;13;12;15;12;16;21;22;14;16;16;15;18;18;21;21;17;19;24;22;18;22;29;21;11;18;16;16;20;20;30;25;19;16;13;24;14;12;16;11;16;13;16;18;23;31;27;24;24;32;27;21;18;20;17;23;11;10;9;15;13;13;17;11;17;12;20;16;10;11;11;11;6;7;9;10;3;12;6;9;7;6;3;4;3;2;3;2;6
E01003699;Redbridge 006B;1,580;328;1015;37;25;25;26;28;23;22;25;12;22;14;13;12;16;11;17;12;10;17;12;13;21;20;20;16;22;28;33;21;29;37;30;24;30;23;45;28;28;27;21;21;15;13;18;22;23;21;23;20;18;16;18;20;26;14;25;8;19;22;14;16;16;13;15;12;13;15;10;17;18;12;4;11;10;9;11;8;7;8;5;8;9;6;5;6;8;2;5;5;3;22
E01003700;Redbridge 006C;2,261;422;1511;29;29;31;21;22;23;30;26;28;33;19;29;25;26;19;32;36;38;30;28;18;26;28;28;30;39;31;48;26;29;40;31;37;35;43;30;28;29;23;34;27;26;37;29;36;28;36;38;35;40;37;32;35;43;31;24;30;27;23;22;21;27;30;13;19;28;18;20;19;20;14;24;19;12;16;11;13;17;13;13;8;6;8;7;12;5;1;5;7;5;7
E01003701;Redbridge 006D;1,833;409;1171;25;28;28;28;26;16;27;30;30;26;19;27;27;20;27;25;31;21;28;16;21;23;26;26;28;27;29;24;27;28;23;23;28;30;39;36;28;24;26;26;31;17;26;21;24;20;19;16;23;30;29;18;24;23;21;24;19;23;18;21;15;21;17;21;12;21;17;14;15;15;4;11;13;11;6;10;10;10;7;3;7;14;11;9;9;6;4;5;7;7;7
E01003702;Redbridge 006E;1,802;357;1222;22;22;21;24;25;37;35;29;27;18;21;18;18;18;12;10;21;14;20;13;14;14;12;20;23;31;22;40;32;31;44;38;35;35;44;38;33;39;33;25;27;30;27;27;30;32;25;25;30;17;31;26;16;25;20;25;18;17;17;10;14;16;16;14;16;22;13;18;28;14;11;7;4;7;9;11;5;13;4;5;5;7;3;5;4;4;3;8;3;3;7
E01003703;Redbridge 006F;2,692;583;1794;37;22;28;29;34;43;31;35;32;41;35;52;48;32;50;34;32;26;39;24;33;29;42;34;35;31;35;36;37;31;45;39;47;41;42;27;37;42;43;44;43;40;30;38;45;43;33;34;62;45;53;40;45;28;43;37;24;37;36;38;35;21;30;14;29;25;24;24;24;16;31;18;19;19;7;15;11;7;9;13;8;7;4;6;5;3;8;1;3;2;6
E01003704;Redbridge 006G;1,777;366;1181;26;19;26;23;20;26;23;21;23;23;26;29;27;13;24;17;27;34;20;27;15;18;25;32;32;24;29;27;30;26;35;25;33;27;26;32;28;24;21;24;31;29;28;29;23;33;21;24;33;28;10;25;23;28;19;20;17;24;28;14;11;18;7;7;10;21;12;10;10;19;18;7;12;13;4;15;11;9;9;7;6;7;3;6;2;4;7;3;4;5;6
E01003668;Redbridge 007A;1,665;225;1191;24;21;14;24;12;17;13;20;13;19;14;8;10;6;5;5;7;7;7;9;7;9;17;15;23;30;48;38;36;48;54;28;30;54;58;44;38;28;33;29;34;27;17;25;21;26;19;16;32;17;22;14;18;15;23;14;17;14;23;21;16;19;17;15;12;19;21;19;16;11;7;8;8;8;4;7;3;9;7;11;4;6;10;6;11;8;3;13;6;3;21
E01003669;Redbridge 007B;1,668;318;1154;23;25;19;18;21;27;21;19;15;22;20;20;17;13;21;17;15;19;20;17;9;13;17;20;25;26;20;33;24;23;19;23;22;21;28;41;29;45;38;36;25;19;23;31;27;32;20;21;20;25;27;24;25;26;21;25;26;16;24;17;21;27;15;15;19;14;17;13;18;9;9;13;13;6;8;10;8;6;5;7;3;6;7;5;3;4;1;3;0;4;4
E01003670;Redbridge 007C;1,562;316;993;10;9;23;21;19;24;19;25;25;23;16;20;25;17;23;17;25;12;17;14;17;10;27;19;28;17;15;21;16;15;18;26;24;24;17;22;12;18;30;21;38;23;22;20;25;22;23;22;32;32;16;14;22;20;20;19;30;33;17;17;15;10;15;14;7;20;23;18;21;8;14;13;11;6;4;8;12;16;4;9;9;14;11;5;5;7;3;1;2;0;9
E01003671;Redbridge 007D;1,568;315;994;18;25;15;24;24;22;18;30;23;16;23;18;18;15;14;12;18;28;21;17;9;14;26;13;27;12;12;9;14;8;18;16;12;17;17;20;21;18;20;38;23;27;23;16;33;23;15;30;21;36;18;19;32;26;24;29;19;25;15;22;21;20;16;17;19;24;18;19;31;13;14;12;17;3;9;13;5;8;8;13;7;7;3;8;5;3;5;1;3;2;8
