"","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","pups2007","pups2015","pop2007","pop2015","good2007","good2015","bad2007","bad2015","ratio_stu_pop2007","ratio_stu_pop2015","per_good2007","per_bad2007","per_good2015","per_bad2015","rate_change_good","rate_change_bad","X.y","akb","akb2007","aral","aral2007","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","changeratio","change_good","change_ral","change_kb","difIMD","difIncome","difEmploy","difEdu"
"452","E01001625","Greenwich 025E","E02000337","Greenwich 025","E09000011","Greenwich","E12000007","London",1577,1577,0,58.5,587,2.7,325,332,305,326,93,76,0,3,1.0655737704918,1.62745098039216,28.6153846153846,0,22.8915662650602,0.903614457831325,-25.0040485829959,0,1599,1519.76732,1394.53974,2661.84182,1607.26512,2972,5341,5788,971,4373,4503,5420,6144,1.52730015082957,0.817204301075269,1.6561311428198,1.08979850226427,1401,-838,-368,5173
"453","E01001629","Greenwich 009A","E02000321","Greenwich 009","E09000011","Greenwich","E12000007","London",2176,2176,0,105.9,852,2.6,268,272,475,621,76,37,43,20,0.564210526315789,0.545090180360721,28.3582089552239,16.044776119403,13.6029411764706,7.35294117647059,-108.471157724889,0,1600,1623.35401,1479.47895,2850.78395,1688.41261,2160,1725,2689,3635,6590,4139,7856,12146,0.966111327131876,0.486842105263158,1.68844033331402,1.09724711527663,4430,2414,5167,8511
"454","E01001631","Greenwich 007B","E02000319","Greenwich 007","E09000011","Greenwich","E12000007","London",2072,2072,0,105.2,793,2.6,288,316,522,637,98,87,23,47,0.551724137931034,0.6171875,34.0277777777778,7.98611111111111,27.5316455696203,14.873417721519,-23.5951468710089,0,1601,1588.02986,1450.02513,2790.88938,1659.97826,1061,1090,996,7683,5315,3746,5399,13174,1.11865234375,0.887755102040816,1.68128068135061,1.09517402639774,4254,2656,4403,5491
"455","E01001632","Greenwich 007C","E02000319","Greenwich 007","E09000011","Greenwich","E12000007","London",2319,2290,29,192.4,635,3.6,250,321,418,533,98,62,0,53,0.598086124401914,0.779126213592233,39.2,0,19.3146417445483,16.5109034267913,-102.954838709677,0,1602,1417.37623,1296.83102,2480.10499,1477.2178,8612,7468,10418,14217,15400,13035,19434,16212,1.30269902912621,0.63265306122449,1.67890272510932,1.09295367564542,6788,5567,9016,1995
"456","E01001633","Greenwich 009B","E02000321","Greenwich 009","E09000011","Greenwich","E12000007","London",1607,1607,0,139.5,652,2.5,255,258,420,406,53,116,0,1,0.607142857142857,0.908450704225352,20.7843137254902,0,44.9612403100775,0.387596899224806,53.7728194726166,0,1603,1539.85501,1412.1074,2698.42027,1604.4325,4838,4641,3906,8563,5422,3096,4335,14236,1.49627174813587,2.18867924528302,1.68185340922725,1.0904659305659,584,-1545,429,5673
"457","E01001634","Greenwich 009C","E02000321","Greenwich 009","E09000011","Greenwich","E12000007","London",1714,1661,53,147.6,667,2.5,223,272,461,469,76,183,0,0,0.483731019522777,0.783861671469741,34.0807174887892,0,67.2794117647059,0,49.3445073390674,NA,1604,1505.1401,1378.22734,2628.52404,1565.22838,1279,924,1157,6882,3250,2294,2662,5269,1.62044946433879,2.40789473684211,1.67932301355282,1.09208405341894,1971,1370,1505,-1613
"458","E01001635","Greenwich 007D","E02000319","Greenwich 007","E09000011","Greenwich","E12000007","London",1661,1661,0,78.8,618,2.7,348,384,330,343,112,146,0,42,1.05454545454545,1.73755656108597,32.183908045977,0,38.0208333333333,10.9375,15.3519130845536,0,1605,1383.26868,1267.92716,2419.5405,1444.09839,8410,8283,11893,15488,12570,10953,15034,16924,1.64768294585739,1.30357142857143,1.67546790215589,1.0909685695194,4160,2670,3141,1436
"459","E01001636","Greenwich 007E","E02000319","Greenwich 007","E09000011","Greenwich","E12000007","London",1722,1722,0,137.9,593,2.9,309,335,335,347,112,105,0,0,0.922388059701493,1.48888888888889,36.2459546925566,0,31.3432835820896,0,-15.6418554476807,NA,1606,1442.1182,1313.76844,2536.14882,1501.0956,7244,8188,9900,11001,11325,8713,10902,15107,1.61416756562388,0.9375,1.68953184593973,1.09769587706034,4081,525,1002,4106
"460","E01001637","Greenwich 009D","E02000321","Greenwich 009","E09000011","Greenwich","E12000007","London",1703,1703,0,91.8,706,2.4,278,281,340,470,76,105,20,0,0.817647058823529,0.807471264367816,27.3381294964029,7.19424460431655,37.3665480427046,0,26.8379582048647,NA,1607,1398.39129,1281.84841,2452.01735,1457.30735,5954,5616,6926,12247,9558,9083,10720,12494,0.9875547837592,1.38157894736842,1.68256706452486,1.09091783325612,3604,3467,3794,247
"461","E01001638","Greenwich 038A","E02006931","Greenwich 038","E09000011","Greenwich","E12000007","London",1974,1894,80,182.1,806,2.3,128,212,401,526,65,135,0,0,0.319201995012469,0.524752475247525,50.78125,0,63.6792452830189,0,20.2546296296296,NA,1608,1949.48674,1807.89138,3398.8918,2040.15255,3462,2217,3519,10109,8030,4864,9501,18664,1.64395111386139,2.07692307692308,1.66599884895862,1.07832072300715,4568,2647,5982,8555
"462","E01001640","Greenwich 035A","E02006928","Greenwich 035","E09000011","Greenwich","E12000007","London",2334,2109,225,169.6,881,2.4,284,309,483,774,64,71,0,99,0.587991718426501,0.539267015706806,22.5352112676056,0,22.9773462783171,32.0388349514563,1.92422138464588,0,1609,1964.35904,1812.76258,3398.52064,2022.57594,2335,2456,3829,9657,7159,6014,10606,16352,0.917133692205589,1.109375,1.68029322053539,1.08362731097417,4824,3558,6777,6695
"463","E01001641","Greenwich 038B","E02006931","Greenwich 038","E09000011","Greenwich","E12000007","London",1755,1663,92,47.2,779,2.1,398,438,229,314,206,140,0,216,1.73799126637555,2.28125,51.7587939698493,0,31.9634703196347,49.3150684931507,-61.9310839913855,0,1610,2052.82678,1892.1274,3502.95658,2087.48597,9495,11569,15995,14608,16176,18785,22758,30427,1.31257851758794,0.679611650485437,1.67807431060243,1.0849305284623,6681,7216,6763,15819
"464","E01001642","Greenwich 038C","E02006931","Greenwich 038","E09000011","Greenwich","E12000007","London",1781,1768,13,14.9,791,2.2,343,386,285,305,117,238,38,0,1.20350877192982,2.10928961748634,34.1107871720117,11.0787172011662,61.6580310880829,0,44.6774628218634,NA,1611,1773.65887,1634.25558,3097.53343,1863.64302,13464,23867,27238,31432,22287,25800,30523,32195,1.75261673756154,2.03418803418803,1.66208517229872,1.08530078875423,8823,1933,3285,763
"465","E01001644","Greenwich 038D","E02006931","Greenwich 038","E09000011","Greenwich","E12000007","London",2212,2212,0,116.1,1022,2.2,263,291,317,366,88,134,23,0,0.829652996845426,1.19262295081967,33.4600760456274,8.74524714828897,46.0481099656357,0,27.3367005277794,NA,1612,2033.09914,1880.72154,3520.39106,2100.99287,8562,11328,12028,19144,16321,18557,21411,25028,1.43749610421991,1.52272727272727,1.67558448687168,1.08102081927556,7759,7229,9383,5884
"466","E01001645","Greenwich 022A","E02000334","Greenwich 022","E09000011","Greenwich","E12000007","London",1697,1697,0,58.5,714,2.4,447,430,309,345,217,143,0,19,1.44660194174757,1.92825112107623,48.5458612975391,0,33.2558139534884,4.41860465116279,-45.9770654401527,0,1613,1447.44036,1326.86771,2522.49727,1528.86238,6510,5990,4996,13025,10319,7810,7545,12908,1.33295211725404,0.658986175115207,1.64991781013017,1.09087013655642,3809,1820,2549,-117
"467","E01001646","Greenwich 019A","E02000331","Greenwich 019","E09000011","Greenwich","E12000007","London",2829,2828,1,134.1,1179,2.4,194,224,632,612,28,167,14,0,0.306962025316456,0.455284552845528,14.4329896907216,7.21649484536082,74.5535714285714,0,80.6407802950799,NA,1614,1559.77018,1430.93029,2724.6727,1639.65565,7332,5488,12082,11075,13364,9616,13944,16527,1.48319503813595,5.96428571428571,1.66173470630861,1.09003924992041,6032,4128,1862,5452
"468","E01001647","Greenwich 022B","E02000334","Greenwich 022","E09000011","Greenwich","E12000007","London",1491,1491,0,43,573,2.6,518,482,272,301,383,91,0,211,1.90441176470588,2.6927374301676,73.9382239382239,0,18.8796680497925,43.7759336099585,-291.628834485977,0,1615,1542.34758,1417.93144,2688.74471,1615.90051,11097,11769,13742,14035,14885,15605,16294,19214,1.41394706757836,0.237597911227154,1.66392961284479,1.08774482072278,3788,3836,2552,5179
"469","E01001648","Greenwich 022C","E02000334","Greenwich 022","E09000011","Greenwich","E12000007","London",1751,1751,0,42,729,2.4,194,216,268,277,66,102,0,0,0.723880597014925,1.39354838709677,34.020618556701,0,47.2222222222222,0,27.9563371740449,NA,1616,1451.04994,1330.15034,2525.98593,1520.26699,10784,12930,15444,16564,17015,15920,17338,21953,1.92510808114399,1.54545454545455,1.66154099682188,1.09089168071032,6231,2990,1894,5389
"470","E01001649","Greenwich 022D","E02000334","Greenwich 022","E09000011","Greenwich","E12000007","London",1530,1524,6,46,569,2.7,382,427,324,356,146,69,0,42,1.17901234567901,1.82478632478632,38.2198952879581,0,16.1592505854801,9.83606557377049,-136.52022156461,0,1617,1343.82653,1235.64956,2334.93375,1407.80286,5134,5524,6440,5824,7497,6478,6271,8447,1.54772452678212,0.472602739726027,1.65856585203982,1.08754664226967,2363,954,-169,2623
"471","E01001650","Greenwich 019B","E02000331","Greenwich 019","E09000011","Greenwich","E12000007","London",1733,1733,0,83.1,615,2.8,270,227,294,385,113,107,0,0,0.918367346938776,0.863117870722434,41.8518518518518,0,47.136563876652,0,11.2114918656975,NA,1618,1685.47193,1548.07869,2945.95685,1766.80775,5028,4849,6219,3803,8224,6748,7262,11505,0.939839459231094,0.946902654867257,1.66738959006717,1.08875081149783,3196,1899,1043,7702
"472","E01001651","Greenwich 019C","E02000331","Greenwich 019","E09000011","Greenwich","E12000007","London",1714,1714,0,55.9,761,2.3,234,208,286,391,122,89,0,14,0.818181818181818,0.773234200743494,52.1367521367521,0,42.7884615384615,6.73076923076923,-21.8476903870163,0,1619,1595.38415,1461.85895,2776.66761,1668.30296,2758,5093,2351,7250,5464,6062,5335,9866,0.945064023130937,0.729508196721312,1.66436653088477,1.09133931833848,2706,969,2984,2616
"473","E01001652","Greenwich 019D","E02000331","Greenwich 019","E09000011","Greenwich","E12000007","London",1555,1530,25,58.4,681,2.2,332,314,240,270,108,158,0,0,1.38333333333333,2.12162162162162,32.5301204819277,0,50.3184713375796,0,35.351532713131,NA,1620,1622.77234,1489.69264,2828.36514,1698.01144,12271,13523,15299,20507,14613,15446,19853,27840,1.53370237707587,1.46296296296296,1.66569262925578,1.08933366281517,2342,1923,4554,7333
"474","E01001653","Greenwich 029A","E02000341","Greenwich 029","E09000011","Greenwich","E12000007","London",1547,1547,0,58.1,610,2.5,315,320,417,426,35,121,98,35,0.755395683453237,1.05263157894737,11.1111111111111,31.1111111111111,37.8125,10.9375,70.6152433425161,0,1621,1494.70218,1372.89294,2603.66121,1582.27007,3405,3774,5562,892,3732,3006,4020,4264,1.39348370927319,3.45714285714286,1.64552263192339,1.08872450025127,327,-768,-1542,3372
"475","E01001654","Greenwich 029B","E02000341","Greenwich 029","E09000011","Greenwich","E12000007","London",1546,1546,0,51.3,603,2.6,193,216,350,397,35,124,0,0,0.551428571428571,0.785454545454545,18.1347150259067,0,57.4074074074074,0,68.410496406485,NA,1622,1540.39528,1414.92226,2664.17894,1609.93298,3388,3251,3384,4458,4430,3227,4231,7718,1.42439943476213,3.54285714285714,1.65483841445375,1.08867838435166,1042,-24,847,3260
"476","E01001655","Greenwich 029C","E02000341","Greenwich 029","E09000011","Greenwich","E12000007","London",1465,1465,0,33.7,637,2.3,370,380,370,428,340,192,0,0,1,1.24183006535948,91.8918918918919,0,50.5263157894737,0,-81.8693693693694,NA,1623,1484.13973,1365.65866,2645.94387,1619.84474,1764,2499,2009,3161,2327,2234,1843,6221,1.24183006535948,0.564705882352941,1.63345523472824,1.08675745519016,563,-265,-166,3060
"477","E01001656","Greenwich 034A","E02006927","Greenwich 034","E09000011","Greenwich","E12000007","London",1272,1272,0,46.1,582,2.2,322,395,214,275,99,72,0,16,1.50467289719626,2.58169934640523,30.7453416149068,0,18.2278481012658,4.05063291139241,-68.6723602484472,0,1624,1567.79496,1444.22989,2716.51297,1634.19229,11242,11576,14282,25171,16627,12066,13901,22759,1.71578776438112,0.727272727272727,1.66229701769062,1.08555775701332,5385,490,-381,-2412
"478","E01001657","Greenwich 034B","E02006927","Greenwich 034","E09000011","Greenwich","E12000007","London",1547,1527,20,38.3,686,2.2,363,483,308,365,142,191,0,0,1.17857142857143,1.98765432098765,39.1184573002755,0,39.5445134575569,0,1.07740902600493,NA,1625,1922.86121,1773.70741,3361.30033,2023.14515,13113,18422,19097,28884,22015,21004,18715,27065,1.68649457538346,1.34507042253521,1.66142322017775,1.08409154698181,8902,2582,-382,-1819
"479","E01001658","Greenwich 034C","E02006927","Greenwich 034","E09000011","Greenwich","E12000007","London",1549,1549,0,35.6,723,2.1,392,467,209,372,37,231,0,16,1.8755980861244,1.868,9.43877551020408,0,49.4646680942184,3.42612419700214,80.918146479371,0,1626,1668.16677,1535.30572,2906.72824,1755.76341,10967,12649,15583,24560,13684,11298,15349,21897,0.995948979591838,6.24324324324324,1.65553526371756,1.0865371946898,2717,-1351,-234,-2663
"480","E01001659","Greenwich 034D","E02006927","Greenwich 034","E09000011","Greenwich","E12000007","London",1454,1454,0,38.5,529,2.7,404,478,233,258,99,35,0,0,1.73390557939914,3.51470588235294,24.5049504950495,0,7.32217573221757,0,-234.667609618105,NA,1627,1562.48946,1431.84928,2734.52342,1660.1005,10543,13186,17630,18003,13567,14717,14896,22137,2.02704571927781,0.353535353535354,1.64720353978569,1.09123877898657,3024,1531,-2734,4134
"481","E01001660","Greenwich 029D","E02000341","Greenwich 029","E09000011","Greenwich","E12000007","London",1600,1600,0,47.8,586,2.7,281,281,356,378,161,100,0,0,0.789325842696629,1.09765625,57.2953736654804,0,35.5871886120996,0,-61,NA,1628,1610.08049,1478.17757,2790.90193,1688.9054,4593,4387,6679,4700,5591,5588,6170,9179,1.390625,0.62111801242236,1.65249156643113,1.08923347416238,998,1201,-509,4479
"482","E01001661","Greenwich 029E","E02000341","Greenwich 029","E09000011","Greenwich","E12000007","London",1525,1525,0,33.5,588,2.6,378,392,314,354,55,138,0,0,1.20382165605096,1.68965517241379,14.5502645502645,0,35.2040816326531,0,58.6688137412775,NA,1629,1481.2023,1359.78154,2584.16359,1565.89031,4701,6566,7883,4845,6789,6629,6973,9050,1.40357598978288,2.50909090909091,1.65028391420342,1.08929431414402,2088,63,-910,4205
"483","E01001662","Greenwich 037A","E02006930","Greenwich 037","E09000011","Greenwich","E12000007","London",1608,1608,0,68.1,715,2.2,270,320,208,398,55,127,0,0,1.29807692307692,1.15942028985507,20.3703703703704,0,39.6875,0,48.6730825313502,NA,1630,1920.44251,1759.31628,3363.90021,1988.43044,10559,13552,18597,19575,17187,16821,23216,27846,0.893183038110575,2.30909090909091,1.69173642805428,1.09158457284326,6628,3269,4619,8271
"484","E01001664","Greenwich 037B","E02006930","Greenwich 037","E09000011","Greenwich","E12000007","London",1870,1870,0,120,854,2.2,335,357,210,307,150,298,11,16,1.5952380952381,1.92972972972973,44.7761194029851,3.28358208955224,83.4733893557423,4.48179271708683,46.3588099769608,0,1631,1868.18672,1723.45697,3262.96079,1933.69947,6929,9412,9243,19418,13580,16268,16420,29619,1.20968132311416,1.98666666666667,1.68741877454204,1.08397642210934,6651,6856,7177,10201
"485","E01001665","Greenwich 037C","E02006930","Greenwich 037","E09000011","Greenwich","E12000007","London",1867,1863,4,100.2,788,2.4,282,340,272,400,149,38,0,0,1.03676470588235,1.22302158273381,52.8368794326241,0,11.1764705882353,0,-372.751026502426,NA,1632,1773.81265,1629.90211,3090.85714,1837.05952,9187,12449,13598,18253,16687,16874,20731,25097,1.1796520230624,0.25503355704698,1.68250244826036,1.0882939773604,7500,4425,7133,6844
"486","E01001666","Greenwich 036A","E02006929","Greenwich 036","E09000011","Greenwich","E12000007","London",1470,1469,1,34.1,557,2.6,103,132,262,247,90,31,0,0,0.393129770992366,1.056,87.378640776699,0,23.4848484848485,0,-272.063889758847,NA,1633,1877.54967,1725.92514,3248.98938,1940.06266,8405,10304,12061,15251,11924,10578,15512,19655,2.6861359223301,0.344444444444444,1.67468270328959,1.08785116253652,3519,274,3451,4404
"487","E01001667","Greenwich 036B","E02006929","Greenwich 036","E09000011","Greenwich","E12000007","London",1564,1564,0,11.5,707,2.2,224,248,298,286,146,78,0,0,0.751677852348993,1.51219512195122,65.1785714285714,0,31.4516129032258,0,-107.234432234432,NA,1634,1895.50866,1745.00508,3294.31184,1956.46204,1920,1896,2078,3823,3670,3901,4524,13757,2.01175958188153,0.534246575342466,1.6838107628196,1.0862482188304,1750,2005,2446,9934
"488","E01001668","Greenwich 036C","E02006929","Greenwich 036","E09000011","Greenwich","E12000007","London",2269,2269,0,97.9,1049,2.2,330,368,283,516,241,209,0,0,1.1660777385159,0.934010152284264,73.030303030303,0,56.7934782608696,0,-28.5892416992895,NA,1635,1932.01227,1778.68926,3359.93191,1994.10317,6863,7121,9185,12921,9205,6091,9373,21963,0.800984463928627,0.867219917012448,1.68493383920552,1.08619999763196,2342,-1030,188,9042
"489","E01001669","Greenwich 033A","E02006786","Greenwich 033","E09000011","Greenwich","E12000007","London",1874,1874,0,37.2,689,2.7,367,344,455,524,168,151,0,0,0.806593406593407,0.855721393034826,45.7765667574932,0,43.8953488372093,0,-4.28568850713679,NA,1636,1340.23445,1230.87326,2329.32788,1399.36891,5625,4836,7373,8854,8869,6652,7115,13162,1.0609079940895,0.898809523809524,1.66455597473578,1.08884845707023,3244,1816,-258,4308
"490","E01001671","Greenwich 033B","E02006786","Greenwich 033","E09000011","Greenwich","E12000007","London",1578,1578,0,80.6,675,2.3,304,252,351,444,152,89,0,15,0.866096866096866,0.782608695652174,50,0,35.3174603174603,5.95238095238095,-41.5730337078652,0,1637,1329.05055,1221.13201,2318.13085,1390.01183,9846,11938,9869,11106,11541,9520,9486,9343,0.903604118993135,0.585526315789474,1.66770584247474,1.08837581777911,1695,-2418,-383,-1763
"491","E01001672","Greenwich 006A","E02000318","Greenwich 006","E09000011","Greenwich","E12000007","London",2049,2049,0,56.9,630,3.3,256,359,468,453,81,207,0,0,0.547008547008547,1.08459214501511,31.640625,0,57.6601671309192,0,45.1256793478261,NA,1638,1258.01661,1155.60196,2179.97865,1306.19411,6635,8775,11070,8274,10873,8317,14840,11879,1.98277001510575,2.55555555555556,1.66895458593057,1.08862450354446,4238,-458,3770,3605
"492","E01001673","Greenwich 006B","E02000318","Greenwich 006","E09000011","Greenwich","E12000007","London",1892,1892,0,108.4,685,2.8,314,429,362,479,115,255,0,0,0.867403314917127,1.20168067226891,36.624203821656,0,59.4405594405594,0,38.3851629823904,NA,1639,1534.34708,1402.99952,2682.8055,1592.96673,3122,3976,6334,7713,6881,6193,10342,13807,1.38537708076862,2.21739130434783,1.6841566427442,1.09361910544346,3759,2217,4008,6094
"493","E01001674","Greenwich 006C","E02000318","Greenwich 006","E09000011","Greenwich","E12000007","London",1973,1973,0,92.1,671,2.9,289,320,399,497,152,98,0,0,0.724310776942356,0.853333333333333,52.5951557093426,0,30.625,0,-71.7392839488736,NA,1640,1273.80266,1170.88359,2214.21055,1328.48895,6745,6614,8659,8833,10741,8490,12443,16855,1.17813148788927,0.644736842105263,1.66671356205108,1.08789863559365,3996,1876,3784,8022
"494","E01001675","Greenwich 006D","E02000318","Greenwich 006","E09000011","Greenwich","E12000007","London",1980,1980,0,127.6,629,3.1,296,375,423,407,99,108,26,0,0.699763593380615,1.31578947368421,33.445945945946,8.78378378378378,28.8,0,-16.1317567567568,NA,1641,1478.71585,1353.9274,2593.56382,1541.89137,5409,4435,6645,9987,10299,7438,13506,12104,1.88033428165007,1.09090909090909,1.6820664999247,1.09216775581911,4890,3003,6861,2117
"495","E01001676","Greenwich 033C","E02006786","Greenwich 033","E09000011","Greenwich","E12000007","London",1791,1791,0,136.3,646,2.8,246,268,434,551,114,117,0,0,0.566820276497696,0.621809744779582,46.3414634146341,0,43.6567164179104,0,-6.14967688138421,NA,1642,1330.00936,1222.03254,2307.71598,1389.78777,5084,4362,6824,7544,9190,7093,7976,14506,1.09701393997699,1.02631578947368,1.66048085169148,1.08835838364828,4106,2731,1152,6962
"496","E01001677","Greenwich 006E","E02000318","Greenwich 006","E09000011","Greenwich","E12000007","London",1948,1948,0,97.1,668,2.9,329,359,392,524,95,132,0,0,0.839285714285714,0.893034825870647,28.8753799392097,0,36.7688022284123,0,21.4677166804826,NA,1643,1408.89095,1291.67092,2456.67836,1470.00976,6668,5461,10039,11137,14181,10012,14682,14957,1.06404149465439,1.38947368421053,1.67119867285779,1.09075069213449,7513,4551,4643,3820
"497","E01001679","Greenwich 020A","E02000332","Greenwich 020","E09000011","Greenwich","E12000007","London",1346,1346,0,63.2,520,2.6,90,133,261,352,14,81,0,16,0.344827586206897,0.578260869565217,15.5555555555556,0,60.9022556390977,12.0300751879699,74.4581618655693,0,1645,1246.61958,1145.21149,2166.66254,1301.0784,13017,16992,18266,17080,19487,17688,18698,23651,1.67695652173913,5.78571428571429,1.6652820767757,1.08854966168738,6470,696,432,6571
"498","E01001681","Greenwich 020C","E02000332","Greenwich 020","E09000011","Greenwich","E12000007","London",1224,1224,0,78.5,488,2.5,291,297,275,253,120,159,0,12,1.05818181818182,2.26717557251908,41.2371134020619,0,53.5353535353535,4.04040404040404,22.9721843999222,0,1647,1309.19838,1202.40288,2277.30789,1364.79267,9888,11614,11021,17833,15992,13590,11826,20949,2.14251987093727,1.325,1.66861087406045,1.08881840003577,6104,1976,805,3116
"499","E01001682","Greenwich 020D","E02000332","Greenwich 020","E09000011","Greenwich","E12000007","London",1333,1327,6,15.3,565,2.3,171,214,237,268,49,59,0,0,0.721518987341772,1.46575342465753,28.6549707602339,0,27.5700934579439,0,-3.93497868966201,NA,1648,1520.62434,1393.06077,2656.36829,1600.32788,12060,15358,12522,18563,15923,14905,14808,23872,2.03148281663061,1.20408163265306,1.65989002828595,1.09157071446352,3863,-453,2286,5309
"500","E01001683","Greenwich 017B","E02000329","Greenwich 017","E09000011","Greenwich","E12000007","London",1519,1508,11,114,565,2.7,244,243,320,371,27,52,0,112,0.7625,0.975903614457831,11.0655737704918,0,21.3991769547325,46.0905349794239,48.2897225725095,0,1649,1356.24947,1246.50224,2356.21901,1408.55426,8004,8473,8398,13324,12058,8498,9442,17017,1.27987359273158,1.92592592592593,1.67279250570014,1.08804414984445,4054,25,1044,3693
"501","E01001684","Greenwich 017C","E02000329","Greenwich 017","E09000011","Greenwich","E12000007","London",1472,1472,0,12.4,561,2.6,373,431,329,284,65,166,47,0,1.13373860182371,2.66049382716049,17.426273458445,12.6005361930295,38.5150812064965,0,54.7546755386156,NA,1650,1463.577,1346.43776,2533.45759,1541.99122,6789,7662,8048,5006,11664,9282,8960,11312,2.34665541323271,2.55384615384615,1.64297796066569,1.08699937232895,4875,1620,912,6306
"502","E01001685","Greenwich 017D","E02000329","Greenwich 017","E09000011","Greenwich","E12000007","London",1522,1522,0,83.9,610,2.5,281,229,276,279,84,45,0,16,1.01811594202899,1.45859872611465,29.8932384341637,0,19.6506550218341,6.98689956331878,-52.1233689205219,0,1651,1277.88122,1174.40001,2222.06932,1333.15805,10483,11382,12484,11706,15892,12536,17371,17007,1.43264501212684,0.535714285714286,1.66677110789677,1.08811410858213,5409,1154,4887,5301
"503","E01001686","Greenwich 020E","E02000332","Greenwich 020","E09000011","Greenwich","E12000007","London",1777,1770,7,104.6,767,2.3,114,157,320,403,27,13,0,16,0.35625,0.558718861209964,23.6842105263158,0,8.28025477707006,10.1910828025478,-186.032388663968,0,1652,1445.37554,1335.60321,2580.30841,1518.05735,5927,5391,5803,18504,11712,8784,11556,23322,1.56833364550165,0.481481481481481,1.69974369545393,1.08218932777198,5785,3393,5753,4818
"504","E01001687","Greenwich 002A","E02000314","Greenwich 002","E09000011","Greenwich","E12000007","London",1206,1206,0,29,511,2.4,230,395,276,287,101,118,0,89,0.833333333333333,2.39393939393939,43.9130434782609,0,29.873417721519,22.5316455696203,-46.997052321297,0,1653,1363.5073,1247.27893,2361.84718,1411.45229,4846,6977,8851,7990,5218,6559,5994,14526,2.87272727272727,1.16831683168317,1.67334538810377,1.09318554751823,372,-418,-2857,6536
"505","E01001688","Greenwich 002B","E02000314","Greenwich 002","E09000011","Greenwich","E12000007","London",2623,2500,123,73.9,937,2.7,351,441,702,884,183,209,0,0,0.5,0.73993288590604,52.1367521367521,0,47.3922902494331,0,-10.011041589989,NA,1654,1267.2595,1159.23066,2187.57081,1312.9346,11548,9349,19776,15676,8321,7737,12786,22396,1.47986577181208,1.14207650273224,1.66616890894642,1.09319011627936,-3227,-1612,-6990,6720
"506","E01001690","Greenwich 001A","E02000313","Greenwich 001","E09000011","Greenwich","E12000007","London",1932,1931,1,141.6,845,2.3,351,460,297,512,51,165,24,0,1.18181818181818,1.17948717948718,14.5299145299145,6.83760683760684,35.8695652173913,0,59.4923594923595,NA,1655,1360.24771,1249.12171,2350.99704,1411.49427,2311,3450,3246,4119,8059,5923,6360,12251,0.998027613412231,3.23529411764706,1.66560863190752,1.08896330846736,5748,2473,3114,8132
"507","E01001692","Greenwich 001B","E02000313","Greenwich 001","E09000011","Greenwich","E12000007","London",1391,1391,0,187.2,522,2.7,351,441,407,402,51,176,0,0,0.862407862407862,1.575,14.5299145299145,0,39.9092970521542,0,63.5926573426573,NA,1656,1222.57119,1123.25374,2112.26984,1267.89616,4691,3645,6895,7105,5447,3643,5386,10739,1.82628205128205,3.45098039215686,1.66596437992209,1.08841942516034,756,-2,-1509,3634
"508","E01001693","Greenwich 001C","E02000313","Greenwich 001","E09000011","Greenwich","E12000007","London",1558,1558,0,114.3,610,2.6,351,460,369,494,51,162,20,0,0.951219512195122,1.23655913978495,14.5299145299145,5.6980056980057,35.2173913043478,0,58.7422180014773,NA,1657,1330.10185,1217.76848,2291.48029,1375.71483,2244,1984,4214,6234,4032,2472,4726,8347,1.29997242900469,3.17647058823529,1.66566518004316,1.09224525995286,1788,488,512,2113
"509","E01001694","Greenwich 001D","E02000313","Greenwich 001","E09000011","Greenwich","E12000007","London",1685,1683,2,43.9,598,2.8,424,588,389,488,35,259,0,0,1.08997429305913,1.60655737704918,8.25471698113208,0,44.047619047619,0,81.2595614482407,NA,1658,1306.47959,1199.69363,2261.17163,1358.23724,6043,8609,8223,9627,10470,8515,11190,18586,1.47394061243427,7.4,1.66478400341902,1.08901102525651,4427,-94,2967,8959
"510","E01001695","Greenwich 011A","E02000323","Greenwich 011","E09000011","Greenwich","E12000007","London",1626,1626,0,162.4,654,2.5,176,212,377,310,80,35,0,0,0.46684350132626,1.12765957446809,45.4545454545455,0,16.5094339622642,0,-175.324675324675,NA,1659,1560.71114,1430.59811,2733.07157,1623.06939,2609,2746,2708,9234,4597,3921,5717,11391,2.41549806576403,0.4375,1.68389077314803,1.09095009219605,1988,1175,3009,2157
"511","E01001696","Greenwich 011B","E02000323","Greenwich 011","E09000011","Greenwich","E12000007","London",1350,1350,0,95.7,506,2.7,152,178,378,349,115,71,10,14,0.402116402116402,0.784140969162996,75.6578947368421,6.57894736842105,39.8876404494382,7.86516853932584,-89.6775389177168,0,1660,1716.49294,1570.49664,3077.31323,1824.21881,1615,1585,2954,6171,4135,4110,6425,7560,1.9500347785764,0.617391304347826,1.68692111556508,1.09296186714541,2520,2525,3471,1389
