"","LSOA11NM","LSOA11CD","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","LA.CODE","LA.NAME","X","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","dif_IMD","dif_income","dif_employ","dif_edu"
"63","Barking and Dagenham 014A","E01000103","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",1685,1685,0,24,600,2.8,"00AB","Barking and Dagenham",NA,5055,4151,9035,5625,4288,3259,7519,5718,-767,-892,-1516,93
"64","Barking and Dagenham 014B","E01000104","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",1781,1781,0,80.9,739,2.4,"00AB","Barking and Dagenham",NA,2264,2433,2382,2440,5227,3255,4434,8194,2963,822,2052,5754
"65","Barking and Dagenham 014C","E01000105","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",2129,2115,14,96.4,915,2.3,"00AB","Barking and Dagenham",NA,3665,1838,3296,6029,2811,2889,4043,5925,-854,1051,747,-104
"66","Barking and Dagenham 014D","E01000106","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",1968,1968,0,89.7,916,2.1,"00AB","Barking and Dagenham",NA,2655,2639,3864,4715,2931,2750,3885,8576,276,111,21,3861
"45","Barking and Dagenham 010C","E01000107","E02000011","Barking and Dagenham 010","E09000002","Barking and Dagenham","E12000007","London",1666,1632,34,31.1,601,2.7,"00AB","Barking and Dagenham",NA,10531,9888,12555,9145,9750,10407,9789,10603,-781,519,-2766,1458
"46","Barking and Dagenham 010D","E01000108","E02000011","Barking and Dagenham 010","E09000002","Barking and Dagenham","E12000007","London",1558,1558,0,64.4,652,2.4,"00AB","Barking and Dagenham",NA,10810,13724,13367,9564,9214,9298,12921,12169,-1596,-4426,-446,2605
"18","Barking and Dagenham 004D","E01000109","E02000005","Barking and Dagenham 004","E09000002","Barking and Dagenham","E12000007","London",1686,1686,0,44.9,608,2.8,"00AB","Barking and Dagenham",NA,10316,9692,12889,8742,8906,10039,11792,10842,-1410,347,-1097,2100
"7","Barking and Dagenham 002C","E01000110","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1416,1404,12,72.8,501,2.8,"00AB","Barking and Dagenham",NA,17082,16467,17232,16437,17370,16258,17201,18125,288,-209,-31,1688
"8","Barking and Dagenham 002D","E01000111","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1833,1833,0,61.8,732,2.5,"00AB","Barking and Dagenham",NA,9667,8957,10181,9041,7738,5953,11428,11590,-1929,-3004,1247,2549
"9","Barking and Dagenham 002E","E01000112","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1871,1871,0,67.4,739,2.5,"00AB","Barking and Dagenham",NA,10096,10637,16915,12270,11942,12009,16652,16096,1846,1372,-263,3826
"10","Barking and Dagenham 002F","E01000113","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1679,1679,0,109.1,633,2.7,"00AB","Barking and Dagenham",NA,12764,14346,20271,13857,9911,8599,13014,18300,-2853,-5747,-7257,4443
"19","Barking and Dagenham 004E","E01000114","E02000005","Barking and Dagenham 004","E09000002","Barking and Dagenham","E12000007","London",2090,2090,0,81.6,758,2.8,"00AB","Barking and Dagenham",NA,10978,10263,14147,8718,9844,9388,13915,13121,-1134,-875,-232,4403
"152","Barnet 009A","E01000115","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1484,1460,24,54.2,485,3,"00AC","Barnet",NA,25396,27771,29756,29919,30400,29064,28385,29091,5004,1293,-1371,-828
"153","Barnet 009B","E01000116","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1718,1718,0,70.1,623,2.8,"00AC","Barnet",NA,19989,17215,24315,27375,24596,19962,23492,29131,4607,2747,-823,1756
"157","Barnet 010A","E01000117","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1819,1819,0,54.9,762,2.4,"00AC","Barnet",NA,20490,23594,20554,27032,22710,20318,22452,26038,2220,-3276,1898,-994
"158","Barnet 010B","E01000118","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1936,1936,0,67.8,709,2.7,"00AC","Barnet",NA,17462,16373,20317,25097,22055,18410,20448,23685,4593,2037,131,-1412
"154","Barnet 009C","E01000119","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1680,1680,0,42.3,607,2.8,"00AC","Barnet",NA,16296,22649,26338,30716,21099,19433,25005,29197,4803,-3216,-1333,-1519
"155","Barnet 009D","E01000120","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1504,1504,0,61.4,505,3,"00AC","Barnet",NA,21439,21169,23191,28946,25648,21658,24283,28321,4209,489,1092,-625
"159","Barnet 010C","E01000121","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1497,1398,99,39.8,501,2.8,"00AC","Barnet",NA,4380,1884,4003,14810,4855,2857,4119,10610,475,973,116,-4200
"156","Barnet 009E","E01000122","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1471,1463,8,62.3,522,2.8,"00AC","Barnet",NA,18419,21666,24079,31209,24198,21192,24079,30124,5779,-474,0,-1085
"160","Barnet 010D","E01000123","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1664,1664,0,31.6,685,2.4,"00AC","Barnet",NA,15685,15799,19133,27409,21596,18051,23515,23107,5911,2252,4382,-4302
"161","Barnet 010E","E01000124","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1621,1621,0,63.4,660,2.5,"00AC","Barnet",NA,8157,7825,7851,22512,10554,8569,10425,19689,2397,744,2574,-2823
"229","Barnet 024A","E01000125","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",2779,2690,89,90.3,1015,2.7,"00AC","Barnet",NA,4086,1675,4785,17064,7128,5756,12520,9365,3042,4081,7735,-7699
"240","Barnet 026A","E01000126","E02000049","Barnet 026","E09000003","Barnet","E12000007","London",2162,2162,0,134,726,3,"00AC","Barnet",NA,3515,597,5740,19795,5985,4081,7230,17894,2470,3484,1490,-1901
"230","Barnet 024B","E01000127","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1505,1505,0,75,514,2.9,"00AC","Barnet",NA,7488,4875,9717,15294,8137,5290,7553,12218,649,415,-2164,-3076
"231","Barnet 024C","E01000128","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1869,1869,0,75.7,624,3,"00AC","Barnet",NA,8729,4305,11179,16066,9830,7709,14220,10156,1101,3404,3041,-5910
"232","Barnet 024D","E01000129","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1782,1715,67,103.7,624,2.7,"00AC","Barnet",NA,4578,2865,7143,15129,5326,5171,10703,8969,748,2306,3560,-6160
"214","Barnet 021A","E01000130","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1603,1603,0,93.6,570,2.8,"00AC","Barnet",NA,7053,5128,9337,16901,6783,5736,8412,14069,-270,608,-925,-2832
"233","Barnet 024E","E01000131","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1806,1796,10,53.7,634,2.8,"00AC","Barnet",NA,10911,8330,14691,24848,13367,16357,17187,18372,2456,8027,2496,-6476
"215","Barnet 021B","E01000132","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1478,1478,0,96.3,495,3,"00AC","Barnet",NA,7500,3932,10140,10326,9373,7070,10977,11978,1873,3138,837,1652
"216","Barnet 021C","E01000133","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1601,1601,0,102.9,565,2.8,"00AC","Barnet",NA,5990,3521,5409,12439,5930,5482,4873,9308,-60,1961,-536,-3131
"234","Barnet 024F","E01000134","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1632,1632,0,102.4,625,2.6,"00AC","Barnet",NA,7619,5958,13256,16826,10908,6651,11732,15641,3289,693,-1524,-1185
"305","Barnet 038A","E01000135","E02000061","Barnet 038","E09000003","Barnet","E12000007","London",1564,1493,71,47.3,541,2.8,"00AC","Barnet",NA,20747,25505,28359,29763,20498,20163,23538,28897,-249,-5342,-4821,-866
"306","Barnet 038B","E01000136","E02000061","Barnet 038","E09000003","Barnet","E12000007","London",1532,1466,66,29.4,563,2.6,"00AC","Barnet",NA,22091,26694,31311,31230,24951,29508,31952,28513,2860,2814,641,-2717
"318","Barnet 041A","E01000137","E02000064","Barnet 041","E09000003","Barnet","E12000007","London",1729,1644,85,140.8,669,2.5,"00AC","Barnet",NA,6482,3810,8559,14415,7050,4883,7931,22213,568,1073,-628,7798
"314","Barnet 040A","E01000138","E02000063","Barnet 040","E09000003","Barnet","E12000007","London",1449,1449,0,55.4,523,2.8,"00AC","Barnet",NA,14392,14440,22436,24907,8122,7731,8498,23631,-6270,-6709,-13938,-1276
"319","Barnet 041B","E01000139","E02000064","Barnet 041","E09000003","Barnet","E12000007","London",1429,1427,2,40.7,560,2.5,"00AC","Barnet",NA,16907,20949,24636,28366,20124,16954,27088,29202,3217,-3995,2452,836
"320","Barnet 041C","E01000140","E02000064","Barnet 041","E09000003","Barnet","E12000007","London",1631,1606,25,111.6,683,2.4,"00AC","Barnet",NA,13411,14741,18401,22884,16180,14091,21004,22471,2769,-650,2603,-413
"310","Barnet 039A","E01000141","E02000062","Barnet 039","E09000003","Barnet","E12000007","London",2104,2081,23,56.8,864,2.4,"00AC","Barnet",NA,5534,6910,10393,26321,6489,9051,14016,20362,955,2141,3623,-5959
"315","Barnet 040B","E01000142","E02000063","Barnet 040","E09000003","Barnet","E12000007","London",2381,2296,85,119.4,950,2.4,"00AC","Barnet",NA,11492,8117,11603,24590,13777,10630,15822,24022,2285,2513,4219,-568
"321","Barnet 041D","E01000143","E02000064","Barnet 041","E09000003","Barnet","E12000007","London",1459,1339,120,83.6,538,2.5,"00AC","Barnet",NA,5742,5623,6871,22513,6313,4650,6455,14668,571,-973,-416,-7845
"307","Barnet 038C","E01000144","E02000061","Barnet 038","E09000003","Barnet","E12000007","London",1538,1538,0,77.6,607,2.5,"00AC","Barnet",NA,17876,26137,31238,24488,13510,17365,17845,28053,-4366,-8772,-13393,3565
"299","Barnet 037A","E01000145","E02000060","Barnet 037","E09000003","Barnet","E12000007","London",1517,1473,44,73.2,444,3.3,"00AC","Barnet",NA,21986,20089,30266,31111,19850,17787,25029,29415,-2136,-2302,-5237,-1696
"308","Barnet 038D","E01000146","E02000061","Barnet 038","E09000003","Barnet","E12000007","London",1716,1715,1,83.1,744,2.3,"00AC","Barnet",NA,15820,24544,24659,29148,15838,20146,20212,29981,18,-4398,-4447,833
"262","Barnet 030A","E01000147","E02000053","Barnet 030","E09000003","Barnet","E12000007","London",1734,1732,2,85.7,544,3.2,"00AC","Barnet",NA,16776,13012,19616,28967,21580,21599,28903,22518,4804,8587,9287,-6449
"263","Barnet 030B","E01000148","E02000053","Barnet 030","E09000003","Barnet","E12000007","London",1873,1858,15,80,725,2.6,"00AC","Barnet",NA,7294,6518,7489,21915,7872,6462,9051,14574,578,-56,1562,-7341
"293","Barnet 036A","E01000150","E02000059","Barnet 036","E09000003","Barnet","E12000007","London",2060,2056,4,44.3,744,2.8,"00AC","Barnet",NA,10676,8277,13707,25753,15001,12915,19386,21808,4325,4638,5679,-3945
"241","Barnet 026B","E01000151","E02000049","Barnet 026","E09000003","Barnet","E12000007","London",1711,1711,0,120.3,617,2.8,"00AC","Barnet",NA,2788,1692,3550,13556,3941,1651,5879,16218,1153,-41,2329,2662
"242","Barnet 026C","E01000152","E02000049","Barnet 026","E09000003","Barnet","E12000007","London",1729,1729,0,93.5,564,3.1,"00AC","Barnet",NA,4044,1103,6349,17769,4920,2766,7797,10326,876,1663,1448,-7443
"243","Barnet 026D","E01000153","E02000049","Barnet 026","E09000003","Barnet","E12000007","London",1541,1541,0,93.4,620,2.5,"00AC","Barnet",NA,2480,1359,2461,13691,2623,2000,3906,7323,143,641,1445,-6368
"244","Barnet 026E","E01000154","E02000049","Barnet 026","E09000003","Barnet","E12000007","London",1360,1360,0,100.8,501,2.7,"00AC","Barnet",NA,2517,1070,4612,16405,5921,5196,7899,9748,3404,4126,3287,-6657
"264","Barnet 030D","E01000155","E02000053","Barnet 030","E09000003","Barnet","E12000007","London",1880,1880,0,64.7,797,2.4,"00AC","Barnet",NA,9906,8653,11562,28354,12242,11720,17547,15872,2336,3067,5985,-12482
"219","Barnet 022A","E01000156","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1875,1875,0,104.2,751,2.5,"00AC","Barnet",NA,13038,14823,13342,29111,22939,18636,26099,30758,9901,3813,12757,1647
"220","Barnet 022B","E01000157","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1541,1541,0,122.4,689,2.2,"00AC","Barnet",NA,13951,10497,20020,26356,16514,13897,20137,21375,2563,3400,117,-4981
"184","Barnet 015A","E01000158","E02000038","Barnet 015","E09000003","Barnet","E12000007","London",1470,1455,15,54.4,564,2.6,"00AC","Barnet",NA,10952,11598,9595,26438,14236,12900,13358,22422,3284,1302,3763,-4016
"185","Barnet 015B","E01000159","E02000038","Barnet 015","E09000003","Barnet","E12000007","London",1777,1777,0,36,645,2.8,"00AC","Barnet",NA,11711,10152,15301,27987,15037,13828,14956,27157,3326,3676,-345,-830
"186","Barnet 015C","E01000160","E02000038","Barnet 015","E09000003","Barnet","E12000007","London",2061,2037,24,68.1,923,2.2,"00AC","Barnet",NA,16373,15558,17425,27484,19439,17502,25156,20371,3066,1944,7731,-7113
"187","Barnet 015D","E01000161","E02000038","Barnet 015","E09000003","Barnet","E12000007","London",1821,1752,69,75.1,710,2.5,"00AC","Barnet",NA,14421,13419,18149,28728,16911,16147,24109,27412,2490,2728,5960,-1316
"188","Barnet 015E","E01000162","E02000038","Barnet 015","E09000003","Barnet","E12000007","London",1599,1502,97,87.7,552,2.7,"00AC","Barnet",NA,12335,9624,15381,27128,12265,11274,14481,21740,-70,1650,-900,-5388
"221","Barnet 022C","E01000163","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1558,1547,11,81.4,759,2,"00AC","Barnet",NA,5517,3523,4260,20431,6907,5081,5546,20416,1390,1558,1286,-15
"222","Barnet 022D","E01000164","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1686,1686,0,30.8,648,2.6,"00AC","Barnet",NA,6495,4990,8716,21177,8339,7386,10285,19943,1844,2396,1569,-1234
"223","Barnet 022E","E01000165","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1862,1862,0,100.5,707,2.6,"00AC","Barnet",NA,17307,17225,24212,28329,17898,16188,24601,27606,591,-1037,389,-723
"122","Barnet 003A","E01000166","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1582,1582,0,42.8,648,2.4,"00AC","Barnet",NA,16253,12065,18151,23641,17440,12264,14816,24189,1187,199,-3335,548
"117","Barnet 002A","E01000167","E02000025","Barnet 002","E09000003","Barnet","E12000007","London",1307,1307,0,21.7,522,2.5,"00AC","Barnet",NA,9706,8416,12299,11671,9176,7762,7498,11661,-530,-654,-4801,-10
"123","Barnet 003B","E01000168","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1564,1559,5,49.8,576,2.7,"00AC","Barnet",NA,25399,24448,22216,30829,28143,23830,25782,29003,2744,-618,3566,-1826
"124","Barnet 003C","E01000169","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1490,1485,5,62.5,670,2.2,"00AC","Barnet",NA,17974,19458,17135,29227,20396,18230,17613,27288,2422,-1228,478,-1939
"136","Barnet 006A","E01000170","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1636,1626,10,55.2,656,2.5,"00AC","Barnet",NA,12505,13317,12823,19566,12869,8072,9319,19990,364,-5245,-3504,424
"137","Barnet 006B","E01000171","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1849,1849,0,55.5,856,2.2,"00AC","Barnet",NA,12133,9638,15787,26253,10104,7538,11986,21534,-2029,-2100,-3801,-4719
"125","Barnet 003D","E01000172","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1677,1650,27,30.8,602,2.7,"00AC","Barnet",NA,19391,14237,26221,29241,24913,19179,27154,30703,5522,4942,933,1462
"138","Barnet 006C","E01000173","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1719,1719,0,47,617,2.8,"00AC","Barnet",NA,18649,21053,26341,26750,24782,17800,21936,26368,6133,-3253,-4405,-382
"139","Barnet 006D","E01000174","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1728,1728,0,91.7,766,2.3,"00AC","Barnet",NA,13924,11521,18793,24318,15295,11814,14307,22557,1371,293,-4486,-1761
"140","Barnet 006E","E01000175","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1585,1585,0,31.6,618,2.6,"00AC","Barnet",NA,20986,20567,27634,28653,24745,21932,22117,30365,3759,1365,-5517,1712
"245","Barnet 027A","E01000176","E02000050","Barnet 027","E09000003","Barnet","E12000007","London",1613,1605,8,73.4,698,2.3,"00AC","Barnet",NA,7517,5419,7200,19595,7785,4317,7871,14031,268,-1102,671,-5564
"256","Barnet 029A","E01000177","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1628,1628,0,96.5,690,2.4,"00AC","Barnet",NA,17815,19113,25025,31777,25912,23761,30123,29618,8097,4648,5098,-2159
"246","Barnet 027B","E01000178","E02000050","Barnet 027","E09000003","Barnet","E12000007","London",1791,1791,0,42.9,695,2.6,"00AC","Barnet",NA,15084,18136,16066,32256,22875,19114,23767,31914,7791,978,7701,-342
"257","Barnet 029B","E01000179","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1614,1614,0,112.2,763,2.1,"00AC","Barnet",NA,15953,19891,24749,31657,25603,23106,27864,31175,9650,3215,3115,-482
"258","Barnet 029C","E01000180","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1607,1607,0,94.1,689,2.3,"00AC","Barnet",NA,13536,8938,15875,26990,17416,12554,16947,22665,3880,3616,1072,-4325
"259","Barnet 029D","E01000181","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1711,1711,0,119.6,669,2.6,"00AC","Barnet",NA,16531,19586,19664,30756,26085,25993,29021,32658,9554,6407,9357,1902
"260","Barnet 029E","E01000182","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1691,1691,0,77.1,746,2.3,"00AC","Barnet",NA,20305,24206,24128,32244,25290,26474,28153,32734,4985,2268,4025,490
"277","Barnet 033A","E01000183","E02000056","Barnet 033","E09000003","Barnet","E12000007","London",1473,1392,81,63.7,584,2.4,"00AC","Barnet",NA,17522,17553,21812,30650,22849,19322,27159,31460,5327,1769,5347,810
"247","Barnet 027C","E01000184","E02000050","Barnet 027","E09000003","Barnet","E12000007","London",1414,1414,0,20.6,503,2.8,"00AC","Barnet",NA,5469,3099,6226,15677,6367,4143,5567,9752,898,1044,-659,-5925
"261","Barnet 029F","E01000185","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1447,1447,0,117.1,606,2.4,"00AC","Barnet",NA,2820,1774,3496,13515,6780,4340,6533,13553,3960,2566,3037,38
"178","Barnet 014A","E01000186","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1612,1612,0,63.2,501,3.2,"00AC","Barnet",NA,25274,26003,28948,31028,30395,27203,31367,29857,5121,1200,2419,-1171
"179","Barnet 014B","E01000187","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1657,1657,0,76.8,593,2.8,"00AC","Barnet",NA,15392,9464,19731,25089,18602,10696,20955,22274,3210,1232,1224,-2815
"180","Barnet 014C","E01000188","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1554,1554,0,4.9,516,3,"00AC","Barnet",NA,20517,23047,28924,30963,25991,29042,28512,30316,5474,5995,-412,-647
"181","Barnet 014D","E01000189","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1814,1814,0,111.9,711,2.6,"00AC","Barnet",NA,2988,833,5022,11434,5156,2424,6607,10428,2168,1591,1585,-1006
"182","Barnet 014E","E01000190","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1579,1579,0,63.6,546,2.9,"00AC","Barnet",NA,15082,14732,19814,29266,22057,20431,23336,26798,6975,5699,3522,-2468
"183","Barnet 014F","E01000191","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1525,1525,0,60,530,2.9,"00AC","Barnet",NA,18607,18510,26179,31250,26745,24541,25875,31124,8138,6031,-304,-126
